
RECORDING STARTED
Push robot forward, then release.
Let it oscillate until it settles.

time_ms,pitch,pitchRate,angularAccel,accelPitch
2891,8.226,34.969,485.244,4.989
2895,8.288,34.007,-215.271,3.880
2900,8.343,31.503,-560.891,4.146
2904,8.389,32.839,297.922,3.447
2908,8.437,33.587,168.185,3.489
2914,8.491,36.785,717.147,3.080
2918,8.535,35.854,-209.563,2.885
2922,8.570,34.320,-343.409,2.782
2927,8.596,35.152,186.060,2.157
2931,8.615,35.740,131.790,1.730
2935,8.656,37.625,423.137,2.439
2940,8.664,34.976,-593.913,1.409
2944,8.684,34.747,-50.981,2.035
2949,8.697,34.793,10.324,1.752
2953,8.714,36.602,408.204,1.601
2958,8.732,36.793,42.827,1.598
2963,8.742,35.762,-232.941,1.490
2967,8.728,34.801,-214.695,0.399
2971,8.723,35.946,256.046,0.562
2976,8.695,34.251,-378.948,-0.170
2980,8.696,37.396,700.142,0.509
2984,8.713,41.663,956.765,0.479
2989,8.699,38.152,-785.207,-0.394
2993,8.657,37.236,-203.382,-1.616
2999,8.622,37.320,18.676,-1.309
3003,8.578,39.816,560.184,-2.241
3007,8.536,37.862,-436.594,-1.862
3012,8.490,38.404,120.548,-2.228
3016,8.439,38.579,39.331,-2.454
3020,8.382,38.839,58.403,-2.890
3025,8.322,36.671,-490.040,-2.590
3029,8.260,37.159,108.857,-2.947
3033,8.209,40.808,818.129,-3.199
3038,8.152,36.281,-1012.236,-2.585
3043,8.089,39.114,623.253,-3.695
3048,8.018,35.091,-897.168,-3.189
3052,7.954,37.617,563.496,-3.450
3056,7.880,35.717,-425.798,-3.571
3061,7.787,35.564,-34.018,-4.592
3065,7.700,37.885,522.190,-4.783
3069,7.616,35.220,-594.670,-4.234
3074,7.530,36.709,331.969,-4.773
3078,7.435,37.472,171.003,-5.373
3084,7.340,38.709,276.777,-5.810
3088,7.248,39.068,80.372,-5.804
3092,7.157,35.465,-812.963,-5.009
3097,7.032,31.839,-807.202,-6.082
3101,6.929,37.831,1336.389,-6.459
3105,6.802,34.465,-745.441,-7.051
3110,6.677,34.511,10.196,-7.026
3114,6.562,34.503,-1.710,-6.605
3118,6.437,34.152,-79.516,-7.108
3123,6.301,33.579,-128.483,-7.658
3128,6.195,36.182,581.039,-6.964
3133,6.072,33.449,-611.096,-7.285
3137,5.927,30.915,-562.689,-8.025
3141,5.782,31.503,130.387,-8.242
3146,5.640,31.778,61.287,-8.321
3150,5.489,31.198,-130.665,-8.699
3154,5.348,31.892,154.368,-8.574
3159,5.209,32.404,114.163,-8.712
3163,5.058,29.785,-583.405,-8.912
3169,4.905,29.984,44.105,-9.194
3173,4.741,27.755,-502.029,-9.317
3177,4.601,30.259,556.404,-8.959
3182,4.438,28.839,-316.084,-9.888
3186,4.247,25.236,-801.391,-10.683
3191,4.068,26.320,238.130,-10.568
3195,3.894,24.900,-314.404,-10.153
3199,3.712,23.594,-288.283,-10.411
3204,3.532,26.114,554.376,-11.117
3208,3.379,25.465,-142.794,-9.793
3214,3.183,21.686,-838.949,-11.205
3218,2.998,24.052,522.618,-11.382
3222,2.808,21.762,-507.553,-11.326
3227,2.599,19.350,-532.262,-11.944
3231,2.410,22.259,641.747,-11.816
3236,2.228,20.236,-447.544,-11.150
3240,2.042,18.541,-373.272,-11.211
3245,1.855,19.358,179.910,-11.593
3249,1.654,16.251,-687.361,-11.808
3254,1.478,20.007,829.445,-11.560
3259,1.287,18.457,-343.444,-12.187
3263,1.094,17.198,-277.188,-12.198
3268,0.906,15.961,-272.869,-11.847
3272,0.690,12.602,-741.780,-12.683
3277,0.483,15.343,607.371,-13.051
3281,0.280,14.885,-101.331,-12.934
3285,0.074,13.892,-219.744,-13.139
3290,-0.124,13.236,-145.112,-12.728
3294,-0.347,10.182,-670.790,-13.569
3300,-0.554,10.801,136.314,-13.077
3304,-0.768,9.022,-394.199,-13.268
3308,-0.978,10.480,324.292,-13.573
3313,-1.175,9.900,-128.466,-13.009
3317,-1.381,9.564,-74.839,-13.584
3322,-1.579,8.205,-304.113,-13.074
3326,-1.771,7.060,-254.001,-12.756
3330,-1.981,6.503,-124.165,-13.702
3335,-2.182,2.778,-827.820,-12.631
3340,-2.376,4.388,357.295,-12.863
3345,-2.591,1.365,-671.159,-13.429
3349,-2.786,3.656,508.454,-13.111
3353,-3.013,-0.421,-906.658,-14.069
3358,-3.221,1.335,389.469,-13.720
3362,-3.451,-0.978,-515.369,-14.470
3367,-3.658,1.167,475.829,-14.050
3371,-3.880,-1.428,-577.273,-14.481
3375,-4.066,0.816,497.401,-13.359
3380,-4.287,-3.169,-889.449,-14.412
3385,-4.473,-0.825,517.560,-13.400
3390,-4.690,-4.749,-875.037,-14.275
3394,-4.901,-5.077,-72.556,-14.104
3398,-5.094,-4.512,126.542,-13.566
3403,-5.264,-3.757,167.939,-12.789
3407,-5.459,-8.528,-1058.339,-13.118
3412,-5.638,-7.199,290.263,-12.789
3416,-5.821,-7.444,-54.043,-13.132
3420,-6.011,-7.352,20.429,-13.702
3426,-6.209,-10.673,-741.208,-13.609
3430,-6.380,-9.528,251.546,-12.605
3435,-6.546,-10.047,-115.147,-12.484
3439,-6.723,-11.825,-390.050,-12.744
3444,-6.887,-10.207,354.895,-12.659
3448,-7.065,-11.940,-381.344,-13.119
3452,-7.235,-12.772,-182.630,-12.723
3457,-7.409,-11.772,219.106,-13.287
3461,-7.580,-13.650,-413.626,-12.917
3467,-7.763,-17.199,-779.793,-12.916
3471,-7.913,-14.138,669.525,-12.052
3476,-8.081,-16.543,-527.320,-12.613
3480,-8.243,-15.192,295.785,-12.825
3485,-8.408,-17.406,-485.044,-12.592
3489,-8.570,-18.299,-195.862,-12.391
3493,-8.705,-15.986,508.123,-11.760
3498,-8.840,-18.352,-520.319,-11.353
3502,-8.958,-15.711,577.190,-11.223
3507,-9.090,-18.177,-541.187,-11.511
3512,-9.235,-21.337,-691.836,-11.556
3517,-9.373,-18.894,533.351,-11.906
3521,-9.493,-22.612,-816.686,-10.337
3526,-9.638,-21.459,251.675,-11.940
3530,-9.766,-23.757,-505.213,-10.710
3535,-9.886,-22.581,256.675,-10.701
3539,-9.989,-20.459,466.199,-10.500
3543,-10.098,-23.115,-585.130,-10.292
3548,-10.206,-22.077,225.297,-10.519
3553,-10.305,-21.810,58.335,-10.260
3558,-10.387,-21.940,-28.609,-9.509
3562,-10.476,-24.062,-469.915,-9.495
3567,-10.562,-25.612,-338.937,-9.041
3571,-10.624,-24.138,321.397,-8.260
3576,-10.667,-21.932,483.795,-7.891
3580,-10.754,-28.535,-1448.038,-8.614
3585,-10.824,-28.657,-26.505,-7.811
3589,-10.875,-26.596,455.183,-7.441
3595,-10.912,-27.245,-142.044,-6.649
3599,-10.962,-26.596,142.168,-7.464
3603,-11.039,-30.993,-964.243,-7.890
3608,-11.079,-26.970,879.899,-6.988
3612,-11.120,-27.085,-25.199,-7.093
3617,-11.182,-28.993,-422.585,-7.801
3621,-11.224,-26.528,539.765,-7.343
3626,-11.275,-24.719,396.051,-8.270
3630,-11.286,-25.757,-226.872,-6.003
3635,-11.308,-27.841,-457.011,-6.192
3640,-11.372,-31.535,-809.522,-7.471
3645,-11.413,-30.673,188.339,-6.543
3649,-11.450,-30.406,58.540,-6.467
3653,-11.470,-30.436,-6.792,-5.713
3658,-11.478,-30.764,-73.073,-5.111
3662,-11.496,-30.535,50.665,-5.588
3667,-11.506,-28.871,369.805,-5.673
3671,-11.528,-30.482,-353.842,-5.799
3675,-11.529,-29.505,214.089,-4.949
3681,-11.530,-29.551,-10.098,-5.027
3685,-11.508,-28.199,299.191,-4.192
3690,-11.490,-26.245,429.305,-4.742
3694,-11.497,-32.276,-1329.483,-4.653
3699,-11.494,-29.222,663.790,-4.780
3703,-11.488,-30.505,-282.476,-4.407
3708,-11.464,-28.444,453.980,-3.960
3712,-11.428,-29.757,-288.947,-3.065
3716,-11.398,-29.322,95.587,-3.341
3721,-11.369,-30.077,-167.492,-3.316
3726,-11.334,-31.810,-380.673,-2.544
3731,-11.309,-33.024,-265.938,-2.670
3735,-11.265,-29.635,745.231,-2.529
3740,-11.223,-27.276,518.185,-3.078
3744,-11.188,-27.978,-154.553,-3.262
3748,-11.140,-27.635,75.464,-2.597
3753,-11.096,-29.665,-450.429,-2.413
3757,-11.051,-30.215,-120.319,-2.040
3762,-11.004,-27.131,677.498,-2.693
3767,-10.938,-28.734,-352.784,-1.296
3772,-10.873,-25.711,660.599,-1.907
3776,-10.802,-27.673,-430.226,-1.165
3781,-10.730,-27.436,51.849,-1.059
3785,-10.649,-26.963,105.174,-0.722
3789,-10.582,-28.940,-434.337,-0.859
3794,-10.476,-25.780,693.658,0.500
3798,-10.379,-26.375,-131.381,0.223
3803,-10.276,-23.802,567.134,0.055
3808,-10.185,-24.001,-43.755,-0.388
3813,-10.091,-25.039,-229.277,0.084
3817,-9.977,-24.123,201.946,0.943
3821,-9.877,-23.115,223.720,0.137
3826,-9.764,-24.215,-244.710,1.079
3830,-9.655,-24.375,-35.592,1.101
3835,-9.541,-23.680,154.781,1.219
3839,-9.417,-19.955,826.351,1.099
3843,-9.297,-21.383,-316.936,1.274
3848,-9.159,-18.413,656.961,1.708
3853,-9.038,-23.169,-1060.599,1.998
3858,-8.935,-23.711,-119.065,1.387
3862,-8.795,-19.100,1020.064,2.293
3866,-8.644,-20.184,-240.029,3.220
3871,-8.492,-18.749,319.482,3.096
3875,-8.346,-21.978,-720.118,3.620
3880,-8.173,-16.115,1299.334,3.877
3884,-8.016,-16.917,-176.082,3.461
3888,-7.863,-16.963,-10.196,3.363
3894,-7.710,-18.283,-295.571,3.788
3898,-7.557,-16.841,318.910,3.653
3903,-7.401,-15.451,308.736,3.636
3907,-7.249,-15.268,40.749,3.592
3911,-7.105,-15.520,-56.634,3.329
3916,-6.960,-14.871,145.745,3.378
3920,-6.811,-14.757,25.536,3.754
3924,-6.659,-14.031,163.038,3.855
3929,-6.498,-10.795,721.820,3.755
3933,-6.347,-11.383,-130.969,3.555
3939,-6.195,-13.436,-455.914,4.209
3943,-6.042,-12.650,174.105,4.244
3947,-5.897,-12.123,117.676,3.876
3952,-5.722,-8.390,830.255,4.680
3956,-5.546,-8.726,-75.376,5.015
3960,-5.396,-11.657,-661.991,4.458
3965,-5.237,-8.436,715.861,4.420
3969,-5.077,-8.711,-61.672,4.687
3974,-4.908,-5.505,724.708,4.528
3979,-4.754,-7.535,-458.153,4.446
3983,-4.597,-4.482,684.013,4.060
3988,-4.443,-5.505,-230.383,4.298
3992,-4.282,-5.184,71.886,4.745
3996,-4.148,-9.085,-885.732,4.416
4001,-3.974,-3.329,1287.058,5.235
4005,-3.822,-4.993,-370.134,4.766
4009,-3.649,-1.802,713.515,5.194
4014,-3.474,-2.566,-171.773,5.652
4018,-3.324,-6.810,-949.078,5.538
4023,-3.197,-5.948,193.581,4.323
4028,-3.062,-3.100,638.414,4.247
4032,-2.904,-1.077,456.019,5.046
4036,-2.769,-0.741,75.853,4.008
4041,-2.616,-2.154,-321.250,5.334
4045,-2.470,0.839,669.733,4.499
4049,-2.328,0.098,-167.524,4.607
4054,-2.196,-0.474,-129.412,4.377
4058,-2.057,0.457,209.186,4.662
4062,-1.921,2.533,470.611,4.212
4068,-1.804,1.717,-183.302,3.550
4072,-1.677,3.747,457.740,3.727
4076,-1.561,5.587,415.094,2.900
4081,-1.438,7.129,347.921,3.060
4085,-1.326,2.434,-1055.453,3.628
4089,-1.208,5.488,677.337,3.365
4094,-1.108,4.358,-255.142,2.839
4098,-0.999,3.640,-161.176,3.569
4102,-0.891,5.014,310.028,3.319
4108,-0.760,7.823,635.557,3.952
4112,-0.639,7.022,-180.687,3.770
4116,-0.525,9.114,471.082,3.058
4121,-0.412,8.511,-136.068,3.273
4125,-0.301,9.274,171.928,3.116
4129,-0.173,12.785,793.010,3.322
4134,-0.039,13.220,97.559,3.663
4138,0.082,10.480,-621.137,3.745
4142,0.196,9.312,-261.870,3.760
4147,0.309,12.610,746.764,3.112
4152,0.414,12.327,-63.215,2.853
4156,0.507,10.511,-409.926,2.790
4161,0.618,13.198,600.855,3.167
4165,0.732,15.625,544.278,2.865
4170,0.817,10.823,-1076.576,2.657
4174,0.900,12.266,320.326,2.216
4178,1.000,14.427,484.373,2.762
4183,1.081,12.289,-479.239,2.369
4187,1.175,15.526,721.177,2.382
4192,1.259,15.175,-78.661,2.041
4197,1.337,13.396,-399.512,2.227
4201,1.418,16.365,661.645,1.773
4205,1.520,16.839,106.022,2.843
4210,1.593,13.991,-638.987,2.153
4214,1.677,16.801,625.369,2.056
4219,1.764,19.106,516.893,1.882
4223,1.838,15.594,-785.911,2.050
4227,1.921,16.014,93.632,2.438
4232,1.984,16.793,176.160,1.445
4237,2.056,17.724,208.437,1.725
4241,2.129,20.404,602.381,1.237
4246,2.195,20.991,131.437,0.836
4250,2.249,15.732,-1176.105,1.456
4254,2.308,20.052,955.887,0.725
4259,2.361,18.892,-260.158,0.845
4263,2.425,19.579,152.808,1.253
4268,2.499,22.587,673.753,1.198
4272,2.536,17.419,-1153.558,0.535
4276,2.609,22.228,1063.033,1.258
4282,2.690,22.304,16.948,1.716
4286,2.747,22.167,-31.172,0.733
4290,2.805,21.648,-116.596,0.957
4295,2.841,21.014,-141.552,-0.029
4299,2.899,23.014,444.050,0.681
4304,2.928,22.136,-196.654,-0.510
4308,2.959,24.083,433.341,-0.789
4312,2.975,19.327,-1062.495,-0.506
4317,3.004,22.533,707.438,-0.590
4322,3.026,22.297,-52.917,-0.790
4326,3.042,23.045,167.884,-1.166
4331,3.047,23.938,199.181,-2.008
4335,3.045,21.785,-481.367,-1.818
4340,3.047,22.198,91.522,-1.727
4344,3.063,24.938,617.777,-1.596
4348,3.081,24.205,-163.285,-1.332
4353,3.090,22.724,-329.679,-1.493
4357,3.084,22.052,-149.412,-2.078
4361,3.087,24.480,541.848,-2.143
4367,3.083,23.976,-112.459,-2.337
4371,3.085,24.190,47.625,-2.184
4376,3.063,24.816,141.108,-3.404
4380,3.053,24.068,-168.035,-2.686
4384,3.037,23.075,-221.115,-2.798
4389,3.020,24.617,343.886,-3.246
4393,3.000,23.915,-156.761,-3.239
4397,2.973,22.816,-246.465,-3.301
4402,2.944,22.297,-115.867,-3.380
4407,2.914,24.114,405.173,-3.835
4412,2.889,24.694,129.498,-3.759
4416,2.855,23.190,-336.274,-3.923
4420,2.835,26.633,766.417,-3.987
4425,2.803,24.671,-437.518,-4.219
4429,2.774,23.220,-322.594,-3.728
4433,2.729,24.610,309.011,-4.921
4438,2.687,23.304,-291.371,-4.472
4442,2.638,25.304,444.050,-5.369
4448,2.581,20.740,-1022.600,-4.745
4452,2.530,22.533,396.178,-4.953
4456,2.443,20.228,-514.586,-6.252
4461,2.381,24.182,876.373,-5.995
4465,2.310,22.495,-375.896,-6.154
4470,2.228,21.098,-310.157,-6.402
4474,2.151,21.785,152.944,-6.439
4478,2.068,22.167,85.272,-6.851
4483,1.976,19.022,-708.342,-6.703
4487,1.882,19.495,105.268,-6.978
4492,1.806,19.869,83.641,-6.268
4497,1.712,20.472,135.823,-7.369
4501,1.627,18.205,-504.714,-6.558
4506,1.553,18.717,113.656,-6.188
4510,1.471,19.999,285.750,-6.941
4514,1.397,21.327,295.954,-6.927
4519,1.311,19.388,-433.571,-7.163
4523,1.235,20.740,298.926,-7.055
4527,1.135,17.358,-755.514,-7.578
4532,1.037,18.304,209.788,-7.826
4537,0.921,16.877,-319.490,-8.449
4542,0.811,16.152,-161.440,-8.157
4546,0.693,15.533,-137.527,-8.499
4550,0.580,16.129,132.551,-8.520
4555,0.468,15.946,-41.004,-8.513
4559,0.365,18.686,617.220,-8.715
4563,0.252,15.419,-727.332,-8.695
4568,0.155,16.923,333.885,-8.329
4572,0.059,11.320,-1251.799,-7.118
4578,-0.049,14.755,759.981,-8.629
4582,-0.146,15.205,100.085,-8.258
4586,-0.244,13.556,-368.706,-7.986
4591,-0.346,12.976,-128.923,-8.237
4595,-0.459,13.152,38.947,-8.895
4600,-0.565,12.999,-34.355,-8.571
4604,-0.687,9.083,-877.247,-8.676
4608,-0.804,11.740,592.966,-9.112
4613,-0.930,10.365,-306.707,-9.360
4617,-1.041,11.961,354.538,-9.133
4622,-1.154,11.114,-188.463,-9.106
4627,-1.273,12.388,282.037,-9.869
4631,-1.376,8.686,-825.667,-8.329
4636,-1.490,9.846,258.766,-9.248
4640,-1.595,10.678,186.394,-9.043
4644,-1.706,8.701,-440.923,-9.069
4649,-1.822,8.625,-17.085,-9.416
4653,-1.951,7.572,-237.474,-9.889
4657,-2.061,5.747,-408.698,-8.710
4663,-2.176,4.220,-341.395,-8.737
4667,-2.283,5.846,362.936,-8.837
4672,-2.396,7.640,401.858,-9.597
4676,-2.500,6.930,-159.462,-9.098
4680,-2.632,1.663,-1179.923,-9.490
4685,-2.767,2.923,278.907,-10.023
4689,-2.893,4.533,358.887,-10.027
4693,-3.020,3.251,-285.495,-9.957
4698,-3.143,2.266,-220.200,-9.691
4702,-3.287,-1.001,-729.932,-10.141
4708,-3.405,2.946,871.591,-9.797
4712,-3.549,-0.291,-725.054,-10.541
4716,-3.681,1.152,319.475,-10.417
4721,-3.822,1.022,-28.812,-10.975
4725,-3.934,1.327,68.340,-9.695
4729,-4.063,0.549,-176.800,-10.502
4734,-4.177,-2.245,-623.081,-9.296
4738,-4.283,1.442,820.067,-9.759
4742,-4.390,-0.627,-465.086,-9.527
4748,-4.512,-4.688,-908.923,-9.458
4752,-4.607,-1.260,763.019,-8.974
4757,-4.714,-2.734,-329.446,-9.346
4761,-4.828,-2.619,25.582,-9.841
4765,-4.933,-1.696,208.220,-9.732
4770,-5.060,-4.505,-628.729,-10.307
4774,-5.178,-6.184,-370.890,-9.572
4778,-5.297,-5.428,168.689,-9.948
4783,-5.426,-5.856,-95.762,-10.456
4787,-5.544,-6.093,-52.587,-9.979
4793,-5.658,-6.222,-29.254,-9.876
4797,-5.819,-12.886,-1498.229,-10.938
4801,-5.926,-7.039,1268.952,-9.550
4806,-6.011,-4.115,648.550,-9.277
4810,-6.136,-9.169,-1130.017,-10.245
4815,-6.240,-9.902,-160.426,-9.108
4819,-6.327,-8.482,317.497,-8.750
4823,-6.415,-7.375,246.849,-9.114
4828,-6.493,-10.520,-702.645,-8.015
4833,-6.571,-8.161,520.932,-8.567
4838,-6.669,-12.245,-910.787,-8.776
4842,-6.739,-10.169,458.555,-7.916
4846,-6.839,-11.543,-304.532,-9.163
4851,-6.922,-12.886,-295.148,-8.114
4855,-7.007,-11.795,240.230,-8.577
4860,-7.093,-11.764,6.798,-8.727
4864,-7.198,-13.657,-426.765,-9.370
4868,-7.289,-12.825,183.435,-8.886
4873,-7.360,-11.596,272.145,-8.284
4878,-7.452,-15.299,-821.271,-8.543
4883,-7.529,-11.436,850.792,-8.761
4887,-7.603,-12.329,-197.770,-8.543
4891,-7.690,-16.802,-989.664,-8.197
4896,-7.781,-13.909,640.640,-9.165
4900,-7.850,-17.696,-840.644,-7.355
4905,-7.913,-12.925,1052.734,-8.110
4909,-7.967,-15.467,-556.964,-7.136
4914,-8.030,-15.322,31.975,-7.741
4919,-8.095,-17.581,-504.362,-7.431
4923,-8.164,-18.833,-276.482,-7.328
4928,-8.208,-16.031,616.533,-6.834
4932,-8.282,-17.696,-369.476,-7.959
4937,-8.344,-21.886,-923.092,-6.540
4941,-8.378,-14.596,1614.277,-6.808
4946,-8.441,-16.848,-494.273,-7.788
4950,-8.474,-17.489,-141.238,-6.184
4954,-8.513,-15.573,423.151,-6.965
4960,-8.547,-15.276,65.749,-6.823
4964,-8.578,-15.970,-155.196,-6.613
4969,-8.603,-18.184,-489.333,-5.786
4973,-8.628,-15.703,547.905,-6.362
4977,-8.647,-17.123,-315.242,-5.776
4982,-8.651,-18.978,-408.582,-4.638
4986,-8.653,-16.925,453.898,-5.033
4991,-8.651,-16.894,6.785,-4.808
4995,-8.638,-15.131,397.869,-4.709
4999,-8.635,-15.161,-6.797,-5.161
5005,-8.658,-19.108,-884.880,-5.613
5009,-8.666,-18.825,62.432,-4.861
5014,-8.690,-19.077,-56.431,-5.719
5018,-8.689,-16.696,532.100,-4.956
5022,-8.688,-18.581,-418.999,-4.535
5027,-8.694,-18.558,5.053,-4.876
5031,-8.678,-15.589,669.402,-4.529
5035,-8.675,-17.841,-499.980,-4.562
5040,-8.672,-17.054,173.797,-4.754
5044,-8.656,-17.001,11.885,-4.112
5050,-8.620,-15.283,384.413,-3.524
5054,-8.606,-17.375,-463.565,-4.074
5058,-8.603,-20.467,-683.378,-3.909
5063,-8.575,-16.581,861.147,-3.552
5067,-8.553,-17.535,-211.668,-3.583
5072,-8.521,-17.841,-67.435,-3.005
5076,-8.497,-16.642,267.516,-3.671
5080,-8.465,-18.543,-419.039,-2.801
5085,-8.424,-16.833,378.302,-2.670
5090,-8.384,-16.260,127.227,-2.822
5095,-8.341,-15.459,177.801,-2.848
5099,-8.304,-15.635,-39.016,-3.032
5103,-8.265,-15.138,110.953,-3.057
5108,-8.206,-14.841,66.158,-2.042
5112,-8.153,-16.886,-457.878,-1.813
5117,-8.113,-15.886,220.264,-2.658
5121,-8.076,-17.253,-302.840,-2.411
5125,-8.026,-18.283,-227.994,-1.562
5131,-7.983,-17.299,217.477,-2.028
5135,-7.939,-17.352,-11.801,-1.908
5140,-7.885,-15.512,409.914,-1.849
5144,-7.843,-16.260,-165.507,-2.183
5148,-7.788,-15.642,137.161,-1.645
5153,-7.736,-14.421,270.935,-2.007
5157,-7.677,-14.467,-10.133,-1.593
5162,-7.636,-17.230,-615.721,-1.833
5166,-7.603,-17.810,-127.787,-1.987
5171,-7.549,-15.970,407.734,-1.411
5176,-7.491,-15.657,69.120,-1.161
5180,-7.428,-13.589,462.590,-1.357
5185,-7.358,-13.795,-45.599,-0.892
5189,-7.289,-13.604,42.598,-0.920
5193,-7.220,-12.184,318.066,-1.136
5198,-7.161,-15.421,-716.705,-0.886
5202,-7.081,-12.383,670.973,-0.395
5207,-7.004,-10.512,415.238,-0.924
5211,-6.929,-12.688,-481.321,-0.420
5217,-6.860,-11.871,181.027,-0.894
5221,-6.801,-12.077,-45.883,-1.225
5225,-6.727,-10.589,332.266,-0.788
5230,-6.665,-14.344,-832.386,-0.474
5234,-6.595,-11.848,551.277,-0.532
5239,-6.522,-11.367,106.492,-0.389
5243,-6.418,-7.451,867.915,0.279
5247,-6.353,-11.260,-854.072,-0.668
5252,-6.249,-8.474,617.522,0.697
5256,-6.151,-6.879,356.757,0.167
5261,-6.073,-8.077,-268.957,-0.477
5266,-5.983,-6.283,399.709,-0.224
5270,-5.907,-8.314,-455.277,-0.331
5275,-5.827,-7.665,144.834,-0.253
5279,-5.746,-7.459,46.171,-0.111
5283,-5.660,-6.108,304.312,-0.111
5288,-5.562,-5.612,111.252,0.440
5292,-5.477,-6.413,-180.362,0.085
5296,-5.387,-6.627,-47.667,0.504
5302,-5.287,-6.100,118.844,0.898
5306,-5.200,-5.192,204.042,0.225
5310,-5.098,-3.497,382.368,0.640
5315,-5.002,-4.001,-113.166,0.560
5319,-4.912,-5.444,-324.651,0.703
5323,-4.803,-5.589,-32.404,1.759
5328,-4.714,-4.115,333.020,0.560
5332,-4.614,-6.665,-573.722,1.715
5336,-4.490,-1.619,1127.302,1.950
5341,-4.384,-1.528,20.392,1.129
5346,-4.270,-3.657,-481.413,2.143
5350,-4.157,-1.520,477.526,1.676
5355,-4.033,-0.199,295.571,2.109
5359,-3.910,-2.054,-417.033,2.586
5364,-3.807,-1.253,179.715,1.504
5368,-3.693,-0.619,142.315,2.006
5372,-3.592,-1.184,-127.112,1.601
5377,-3.523,-4.314,-701.742,0.825
5381,-3.430,2.358,1489.231,0.592
5385,-3.335,0.411,-434.501,1.267
5391,-3.250,-0.749,-259.692,1.046
5395,-3.157,2.495,726.113,0.874
5399,-3.073,1.503,-223.506,0.702
5404,-2.983,2.740,278.272,0.846
5408,-2.918,-0.009,-620.057,0.279
5412,-2.829,3.839,867.297,0.676
5417,-2.730,6.488,595.516,0.702
5421,-2.646,0.640,-1316.966,1.339
5425,-2.564,2.358,382.359,0.953
5431,-2.480,3.594,277.523,0.851
5435,-2.370,5.167,354.171,1.892
5439,-2.286,5.808,144.160,0.559
5444,-2.189,6.014,46.504,1.233
5448,-2.107,4.938,-244.400,0.871
5452,-2.027,7.014,467.222,0.336
5457,-1.962,5.396,-364.815,0.056
5461,-1.876,6.877,331.449,0.835
5465,-1.788,6.831,-10.344,1.037
5470,-1.715,4.984,-417.192,0.782
5475,-1.631,8.877,871.336,0.558
5480,-1.557,9.289,92.591,0.028
5484,-1.481,8.167,-255.263,0.479
5488,-1.390,10.747,577.991,0.728
5493,-1.336,7.694,-682.179,-0.357
5497,-1.254,11.892,936.323,0.113
5501,-1.186,9.969,-428.242,-0.028
5506,-1.108,9.495,-105.549,0.647
5510,-1.048,9.274,-49.769,-0.170
5515,-0.992,10.465,270.154,-0.474
5520,-0.931,7.495,-660.468,0.393
5524,-0.865,9.991,562.203,0.197
5528,-0.808,8.991,-226.244,0.056
5533,-0.748,11.373,535.450,-0.306
5537,-0.677,12.060,153.490,0.141
5541,-0.602,14.159,471.527,0.000
5546,-0.545,13.022,-265.006,-0.479
5550,-0.476,14.648,361.323,-0.335
5554,-0.426,10.098,-1016.447,-0.195
5560,-0.377,11.175,237.497,-0.471
5564,-0.304,14.801,810.088,0.028
5569,-0.257,9.030,-1296.270,0.112
5573,-0.198,14.037,1116.778,-0.390
5577,-0.143,14.717,150.574,-0.732
5582,-0.088,12.915,-401.768,-0.226
5586,-0.020,14.350,319.767,0.137
5590,0.027,15.549,268.235,-1.044
5595,0.078,15.320,-51.209,-0.769
5600,0.128,12.709,-587.463,-0.198
5605,0.161,13.129,93.968,-1.123
5609,0.200,14.572,324.359,-1.034
5613,0.253,17.083,562.097,-0.916
5618,0.285,13.281,-849.313,-1.031
5622,0.310,14.511,273.113,-1.684
5626,0.341,15.320,180.778,-1.488
5631,0.366,16.266,211.854,-1.958
5635,0.369,15.488,-174.112,-2.888
5639,0.404,17.266,396.661,-1.704
5645,0.427,16.839,-95.848,-2.095
5649,0.449,15.297,-346.981,-1.818
5654,0.464,16.327,230.030,-2.375
5658,0.494,18.098,397.440,-1.991
5662,0.514,18.136,8.550,-2.475
5667,0.526,14.152,-908.098,-1.955
5671,0.548,17.175,673.552,-2.148
5675,0.560,15.999,-261.937,-2.348
5680,0.580,16.938,209.583,-2.184
5684,0.594,17.770,186.060,-2.579
5689,0.608,17.205,-126.998,-2.481
5694,0.601,16.488,-160.456,-3.335
5698,0.598,16.549,13.632,-3.203
5702,0.588,17.007,103.436,-3.557
5707,0.573,16.152,-192.040,-3.725
5711,0.536,15.236,-204.289,-4.588
5716,0.529,18.564,744.907,-3.914
5720,0.507,18.121,-99.271,-4.531
5724,0.505,20.136,452.665,-3.963
5730,0.474,16.885,-727.171,-4.766
5734,0.425,15.136,-389.157,-5.310
5738,0.405,16.396,280.647,-4.164
5743,0.373,15.762,-141.806,-4.620
5747,0.359,18.335,574.736,-4.381
5751,0.330,17.083,-279.944,-4.844
5756,0.299,17.304,49.458,-5.006
5760,0.245,14.762,-576.675,-5.555
5765,0.187,14.274,-108.954,-5.821
5769,0.146,14.251,-5.103,-4.970
5774,0.077,14.404,34.761,-6.446
5779,0.030,17.297,653.962,-5.990
5783,-0.018,16.862,-97.559,-6.068
5787,-0.064,17.732,195.821,-6.173
5792,-0.144,14.060,-818.128,-7.139
5796,-0.189,16.030,436.495,-5.984
5800,-0.255,15.495,-119.488,-6.839
5805,-0.305,15.236,-57.882,-6.118
5809,-0.359,14.541,-155.474,-6.197
5814,-0.425,14.098,-98.564,-6.738
