
RECORDING STARTED
Push robot forward, then release.
Let it oscillate until it settles.

time_ms,pitch,pitchRate,angularAccel,accelPitch
5819,-0.487,16.969,643.549,-7.240
5823,-0.558,13.579,-755.195,-7.012
5828,-0.620,15.190,357.613,-7.017
5832,-0.703,10.518,-1043.735,-7.104
5836,-0.772,12.755,492.652,-6.971
5841,-0.852,11.388,-303.917,-7.271
5845,-0.915,12.511,248.261,-6.782
5850,-0.993,9.701,-625.370,-6.941
5854,-1.075,10.564,193.234,-7.429
5859,-1.154,10.030,-119.062,-7.230
5864,-1.243,11.969,431.257,-8.218
5868,-1.320,12.190,49.107,-7.796
5873,-1.409,8.671,-790.450,-7.665
5877,-1.482,14.052,1205.573,-8.110
5881,-1.586,7.808,-1375.391,-8.423
5886,-1.681,10.564,610.214,-8.695
5890,-1.768,9.823,-164.109,-8.190
5894,-1.871,7.541,-512.218,-8.578
5900,-1.965,7.625,18.743,-8.226
5904,-2.064,7.136,-110.232,-8.495
5909,-2.156,8.022,198.542,-8.401
5913,-2.258,7.167,-191.524,-8.847
5917,-2.353,7.381,47.710,-8.627
5922,-2.442,6.564,-184.128,-8.226
5926,-2.515,9.785,719.057,-8.205
5930,-2.614,6.503,-735.974,-8.884
5935,-2.718,5.289,-271.166,-9.014
5939,-2.841,0.747,-1013.836,-9.036
5944,-2.918,6.656,1312.977,-8.126
5949,-3.010,7.167,113.555,-9.101
5953,-3.089,6.129,-233.191,-8.297
5958,-3.180,5.434,-154.919,-8.843
5962,-3.288,0.518,-1097.328,-8.695
5966,-3.369,4.625,911.827,-8.368
5971,-3.454,3.770,-191.352,-8.417
5975,-3.545,5.114,300.159,-9.144
5979,-3.643,1.732,-757.545,-8.829
5985,-3.752,1.159,-127.794,-9.319
5989,-3.854,0.938,-49.458,-9.060
5994,-3.945,1.633,157.447,-8.786
5998,-4.048,-0.169,-403.930,-9.067
6002,-4.143,3.526,826.915,-9.527
6007,-4.232,1.579,-434.501,-8.938
6011,-4.335,-2.818,-982.338,-8.767
6015,-4.413,1.281,913.377,-8.535
6020,-4.505,-0.864,-480.950,-8.841
6024,-4.583,0.953,405.534,-8.618
6029,-4.684,-1.283,-501.489,-9.315
6034,-4.787,-5.573,-954.198,-8.642
6038,-4.881,-1.909,814.974,-9.034
6043,-4.965,-2.772,-192.888,-8.467
6047,-5.050,-2.184,131.202,-8.763
6051,-5.130,-2.260,-17.146,-8.570
6056,-5.215,-3.932,-376.861,-8.502
6060,-5.306,-6.291,-524.639,-8.405
6064,-5.383,-1.741,1012.827,-8.763
6070,-5.461,-3.047,-289.305,-8.590
6074,-5.545,-5.093,-456.652,-8.527
6079,-5.614,-5.894,-177.959,-7.722
6083,-5.703,-6.192,-66.335,-8.719
6087,-5.800,-5.726,104.781,-9.311
6092,-5.883,-5.825,-22.171,-8.659
6096,-5.980,-8.497,-600.664,-8.861
6100,-6.068,-7.955,120.441,-8.654
6105,-6.136,-5.177,622.452,-8.300
6109,-6.184,-6.543,-304.459,-7.115
6115,-6.260,-8.024,-329.385,-8.192
6119,-6.335,-7.558,103.570,-8.388
6123,-6.397,-7.795,-53.106,-7.732
6128,-6.468,-7.978,-41.188,-8.190
6132,-6.536,-7.864,25.766,-8.175
6136,-6.590,-7.772,20.631,-7.511
6141,-6.650,-9.024,-281.961,-7.626
6145,-6.739,-11.833,-625.927,-8.499
6149,-6.807,-13.177,-297.237,-7.233
6155,-6.858,-7.818,1179.309,-7.600
6159,-6.924,-9.062,-276.015,-8.197
6164,-6.982,-11.344,-508.113,-7.319
6168,-7.036,-10.459,194.700,-7.339
6173,-7.106,-13.864,-757.921,-7.486
6177,-7.151,-11.115,604.242,-6.853
6181,-7.206,-12.260,-253.327,-7.221
6186,-7.250,-12.238,5.062,-6.668
6190,-7.311,-12.749,-115.192,-7.515
6195,-7.345,-10.711,448.540,-6.631
6200,-7.396,-12.963,-498.210,-7.032
6204,-7.430,-11.489,326.815,-6.544
6209,-7.448,-9.657,405.682,-6.225
6213,-7.486,-13.657,-892.061,-6.315
6218,-7.513,-12.764,197.072,-6.025
6222,-7.533,-11.238,339.572,-6.016
6226,-7.555,-12.115,-194.907,-6.000
6231,-7.587,-14.131,-447.837,-6.000
6235,-7.617,-14.169,-8.437,-5.950
6241,-7.645,-14.024,32.607,-5.952
6245,-7.662,-10.596,767.805,-6.190
6249,-7.674,-11.741,-254.001,-5.697
6254,-7.693,-11.810,-15.213,-5.980
6258,-7.714,-13.413,-357.186,-5.803
6263,-7.728,-12.833,128.239,-5.573
6267,-7.733,-15.146,-513.538,-4.648
6271,-7.733,-14.245,199.108,-4.584
6276,-7.730,-10.512,831.734,-5.263
6280,-7.719,-10.673,-35.466,-4.778
6286,-7.730,-14.482,-849.500,-5.106
6290,-7.723,-12.856,360.682,-4.545
6294,-7.725,-12.787,15.267,-4.997
6299,-7.721,-11.184,358.465,-5.073
6303,-7.715,-12.375,-264.161,-4.691
6307,-7.713,-12.535,-35.466,-4.819
6312,-7.710,-13.497,-214.503,-4.623
6316,-7.687,-10.986,555.631,-4.125
6321,-7.683,-12.421,-318.631,-4.727
6326,-7.661,-11.413,222.142,-4.050
6331,-7.649,-15.115,-823.463,-3.761
6335,-7.617,-10.093,1108.319,-3.773
6339,-7.590,-11.894,-396.114,-3.644
6344,-7.574,-13.054,-256.705,-3.909
6348,-7.539,-11.825,272.628,-3.216
6353,-7.510,-13.314,-329.034,-3.107
6357,-7.462,-10.322,661.443,-2.832
6361,-7.405,-8.077,496.521,-2.831
6366,-7.374,-12.719,-1038.769,-3.075
6371,-7.341,-12.482,51.804,-2.913
6376,-7.298,-12.230,56.381,-2.517
6380,-7.269,-12.444,-47.838,-3.109
6384,-7.254,-14.047,-358.464,-3.458
6389,-7.223,-11.719,515.554,-3.124
6393,-7.184,-10.245,326.525,-2.986
6398,-7.147,-10.459,-47.288,-3.046
6402,-7.114,-13.115,-591.909,-2.583
6406,-7.081,-10.932,483.010,-3.039
6412,-7.040,-12.925,-443.932,-2.185
6416,-7.001,-11.802,247.385,-2.494
6421,-6.946,-10.413,309.286,-1.936
6425,-6.878,-10.986,-126.552,-1.096
6429,-6.819,-11.925,-207.361,-1.313
6434,-6.777,-12.054,-28.660,-2.012
6438,-6.716,-10.207,412.350,-1.510
6443,-6.635,-6.100,913.450,-1.323
6447,-6.568,-9.482,-755.514,-1.179
6451,-6.512,-8.665,181.671,-1.864
6457,-6.462,-10.581,-426.163,-1.721
6461,-6.402,-6.764,842.187,-1.925
6466,-6.318,-5.207,347.911,-1.071
6470,-6.250,-5.428,-49.414,-1.709
6474,-6.177,-4.131,292.277,-1.711
6479,-6.105,-5.780,-367.392,-1.292
6483,-6.039,-7.780,-445.236,-1.122
6487,-5.950,-3.413,969.452,-0.815
6492,-5.867,-4.551,-254.567,-0.834
6497,-5.809,-7.192,-589.558,-1.386
6502,-5.736,-2.566,1032.579,-1.572
6506,-5.683,-6.512,-873.134,-1.667
6510,-5.619,-5.917,132.788,-1.154
6515,-5.512,-1.864,904.785,0.111
6519,-5.446,-4.100,-502.390,-1.322
6523,-5.383,-5.230,-251.956,-1.124
6528,-5.296,-1.566,817.155,-0.673
6532,-5.215,-2.253,-152.944,-0.787
6537,-5.143,-1.673,129.383,-1.244
6542,-5.079,-2.856,-264.108,-1.285
6546,-5.016,-2.688,37.486,-1.347
6551,-4.947,-0.986,383.744,-1.369
6555,-4.869,0.816,402.846,-1.194
6559,-4.805,0.457,-80.661,-1.794
6564,-4.721,0.289,-38.133,-0.671
6568,-4.639,3.678,764.737,-1.396
6572,-4.584,0.114,-797.870,-1.925
6577,-4.511,1.236,251.150,-1.224
6582,-4.457,-0.879,-473.679,-1.583
6586,-4.389,-0.268,136.436,-1.011
6591,-4.323,1.266,344.025,-1.390
6595,-4.294,0.327,-210.523,-2.944
6600,-4.237,1.480,259.144,-1.741
6604,-4.179,2.854,308.636,-1.965
6608,-4.110,2.610,-54.721,-1.306
6613,-4.048,2.556,-12.067,-1.570
6617,-3.988,2.075,-109.002,-1.472
6621,-3.927,1.793,-63.271,-1.337
6627,-3.871,3.045,282.216,-1.815
6631,-3.807,5.892,638.414,-1.936
6635,-3.738,3.266,-587.725,-1.098
6640,-3.668,6.572,738.459,-1.661
6644,-3.626,3.717,-640.126,-2.385
6648,-3.553,3.984,59.744,-0.838
6653,-3.478,5.579,361.609,-1.036
6657,-3.418,4.785,-178.003,-1.488
6661,-3.362,1.755,-680.102,-1.038
6667,-3.316,4.365,582.743,-1.992
6671,-3.261,5.633,282.852,-1.820
6676,-3.213,4.671,-215.464,-1.865
6680,-3.170,6.930,504.362,-2.582
6684,-3.106,8.022,245.414,-1.735
6689,-3.086,2.297,-1287.138,-2.600
6693,-3.046,5.365,681.328,-2.286
6697,-2.998,5.976,137.171,-1.943
6702,-2.960,7.617,368.317,-2.746
6706,-2.909,7.495,-27.385,-2.050
6711,-2.873,5.579,-434.277,-2.304
6716,-2.832,8.541,662.306,-2.718
6720,-2.805,7.098,-323.486,-3.036
6724,-2.773,8.457,305.756,-3.035
6729,-2.736,5.946,-563.611,-2.236
6733,-2.710,6.900,212.611,-2.940
6737,-2.677,6.801,-22.371,-2.561
6742,-2.645,7.518,161.612,-2.712
6746,-2.583,10.526,673.150,-1.827
6752,-2.550,6.495,-894.085,-2.357
6756,-2.508,10.549,907.215,-2.752
6760,-2.484,7.129,-759.966,-2.894
6765,-2.449,8.961,410.040,-2.721
6769,-2.422,9.068,24.048,-3.046
6773,-2.393,9.640,130.000,-3.066
6778,-2.389,6.999,-597.021,-3.692
6782,-2.372,10.022,677.173,-3.747
6786,-2.366,8.343,-373.862,-3.923
6791,-2.353,8.427,18.777,-3.540
6796,-2.349,9.686,285.740,-4.228
6800,-2.345,10.663,219.672,-4.472
6805,-2.334,9.717,-210.722,-3.938
6809,-2.330,7.465,-504.008,-3.782
6813,-2.333,8.793,298.616,-4.397
6818,-2.319,8.190,-135.335,-3.435
6822,-2.325,8.709,116.074,-4.518
6827,-2.344,6.793,-433.491,-4.733
6831,-2.335,9.831,679.984,-4.072
6835,-2.324,10.022,42.827,-3.952
6841,-2.324,6.358,-823.028,-3.736
6845,-2.306,11.045,1048.082,-3.807
6849,-2.300,6.587,-988.035,-3.475
6854,-2.289,10.511,878.170,-4.039
6858,-2.285,7.251,-724.343,-3.722
6862,-2.291,8.526,285.320,-4.449
6867,-2.297,6.114,-541.341,-3.891
6871,-2.318,7.472,302.758,-5.010
6876,-2.295,13.159,1277.409,-4.034
6881,-2.306,7.823,-1180.504,-4.604
6885,-2.327,9.427,357.186,-5.385
6890,-2.353,9.152,-61.506,-5.641
6894,-2.370,10.541,313.756,-5.513
6898,-2.360,11.831,286.939,-4.472
6903,-2.376,8.427,-757.247,-5.032
6907,-2.403,8.327,-22.191,-5.552
6912,-2.426,7.312,-228.664,-5.116
6916,-2.458,7.969,146.538,-5.786
6920,-2.478,8.663,156.032,-5.367
6926,-2.508,9.213,123.343,-5.971
6930,-2.526,6.900,-519.537,-4.919
6934,-2.550,6.312,-131.673,-5.094
6939,-2.557,9.472,707.320,-4.982
6943,-2.580,8.289,-265.531,-5.515
6947,-2.608,6.999,-288.996,-5.512
6952,-2.614,10.373,755.158,-5.174
6956,-2.655,6.938,-762.681,-6.219
6961,-2.689,7.182,54.623,-5.886
6966,-2.715,10.106,662.062,-6.195
6970,-2.729,7.098,-669.553,-4.975
6975,-2.766,4.549,-572.176,-5.559
6979,-2.788,8.266,830.553,-5.716
6983,-2.814,5.793,-554.051,-5.348
6988,-2.842,6.579,175.661,-5.632
6992,-2.884,7.304,162.891,-6.531
6996,-2.919,6.327,-219.474,-6.019
7001,-2.954,7.358,230.854,-6.300
7005,-3.002,7.930,128.714,-7.083
7010,-3.040,5.419,-567.175,-6.043
7015,-3.078,3.953,-328.032,-5.844
7019,-3.111,3.533,-93.884,-5.484
7023,-3.160,2.373,-261.802,-6.096
7028,-3.205,3.816,322.618,-6.231
7032,-3.237,6.052,501.040,-6.122
7037,-3.287,5.281,-173.179,-6.906
7041,-3.331,4.602,-152.193,-6.477
7045,-3.385,1.885,-608.227,-6.440
7051,-3.415,4.281,535.511,-5.822
7055,-3.467,4.633,78.521,-7.048
7059,-3.498,3.022,-364.409,-5.677
7064,-3.533,6.052,679.492,-6.582
7068,-3.556,4.358,-380.651,-5.597
7072,-3.615,0.388,-886.833,-6.612
7077,-3.651,2.343,437.376,-5.941
7081,-3.694,3.740,312.656,-6.605
7085,-3.726,3.648,-20.520,-6.095
7090,-3.774,0.823,-637.856,-6.303
7095,-3.814,2.625,403.930,-6.359
7099,-3.860,0.594,-457.328,-6.219
7104,-3.888,2.816,497.620,-5.902
7108,-3.948,-0.344,-709.225,-6.780
7113,-3.989,2.923,729.280,-6.639
7117,-4.034,1.915,-226.333,-6.682
7121,-4.088,1.732,-40.967,-7.097
7126,-4.132,4.144,544.764,-7.170
7130,-4.197,-1.070,-1165.863,-7.163
7134,-4.240,0.419,328.453,-6.427
7140,-4.278,1.778,305.206,-6.568
7144,-4.329,0.640,-254.795,-6.954
7148,-4.387,-2.581,-722.930,-6.654
7153,-4.445,-2.268,69.861,-6.810
7157,-4.483,-0.619,373.044,-6.207
7162,-4.537,-0.016,135.335,-7.174
7166,-4.577,0.205,49.502,-6.585
7170,-4.646,-3.680,-884.676,-7.229
7175,-4.688,-3.299,85.120,-6.029
7180,-4.734,-0.589,613.105,-6.855
7184,-4.769,0.961,347.760,-6.684
7189,-4.829,-2.886,-866.515,-7.142
7193,-4.864,-0.115,616.873,-6.535
7197,-4.911,-2.375,-504.813,-6.728
7202,-4.958,-3.848,-327.979,-6.383
7206,-5.015,-2.917,208.065,-7.185
7210,-5.057,-5.001,-466.421,-5.999
7215,-5.107,-3.818,264.345,-6.725
7219,-5.153,-3.146,150.079,-6.759
7225,-5.206,-2.703,99.271,-7.191
7229,-5.249,-2.184,117.122,-6.882
7233,-5.293,-3.177,-221.907,-6.762
7238,-5.332,-4.467,-287.707,-6.254
7242,-5.355,-3.001,325.990,-5.842
7246,-5.379,-5.596,-581.933,-5.298
7251,-5.415,-4.650,211.476,-6.172
7255,-5.435,-1.406,724.168,-6.125
7259,-5.466,-3.856,-546.472,-6.120
7265,-5.485,-1.802,457.539,-6.042
7269,-5.509,-4.421,-587.067,-5.682
7274,-5.562,-6.467,-456.652,-6.756
7278,-5.613,-6.428,8.474,-6.703
7282,-5.626,-0.993,1238.631,-6.046
7287,-5.669,-7.543,-1452.888,-6.107
7291,-5.695,-4.459,681.691,-5.974
7295,-5.731,-6.864,-536.737,-5.976
7300,-5.755,-4.169,599.345,-6.029
7304,-5.780,-3.978,42.674,-6.132
7310,-5.836,-6.635,-601.015,-7.122
7314,-5.877,-7.581,-210.722,-6.216
7318,-5.916,-7.009,127.340,-6.294
7323,-5.940,-4.451,572.861,-6.157
7327,-5.940,-4.039,92.012,-5.046
7331,-5.970,-6.444,-545.504,-6.061
7336,-5.986,-7.344,-201.423,-5.136
7340,-5.993,-6.581,170.089,-4.926
7344,-5.999,-5.344,277.523,-5.090
7350,-6.005,-5.963,-138.389,-4.990
7354,-6.000,-6.177,-47.967,-4.436
7358,-6.015,-6.413,-53.636,-5.333
7363,-6.026,-9.848,-772.283,-4.442
7367,-6.038,-6.138,828.848,-5.263
7372,-6.038,-5.016,251.375,-4.945
7376,-6.051,-9.925,-1101.525,-4.504
7380,-6.051,-4.329,1236.830,-5.113
7385,-6.054,-4.879,-121.921,-5.121
7389,-6.050,-5.879,-222.025,-4.536
7394,-6.054,-7.833,-438.161,-4.566
7399,-6.080,-9.222,-310.114,-5.314
7403,-6.099,-9.024,44.302,-5.045
7408,-6.116,-7.367,375.111,-5.355
7412,-6.147,-9.879,-559.592,-5.513
7416,-6.142,-6.604,727.735,-4.435
7421,-6.128,-7.917,-294.654,-3.690
7425,-6.109,-5.398,560.793,-4.011
7429,-6.101,-7.444,-458.700,-4.076
7435,-6.096,-5.719,385.431,-4.602
7439,-6.104,-7.283,-350.557,-4.883
7444,-6.075,-4.604,597.544,-3.690
7448,-6.050,-3.688,205.942,-4.014
7452,-6.044,-6.986,-741.392,-4.208
7457,-6.035,-7.329,-76.814,-4.012
7461,-6.031,-9.925,-585.609,-3.647
7465,-6.009,-5.283,1035.063,-3.766
7470,-5.994,-5.780,-110.361,-4.027
7474,-5.969,-6.016,-52.822,-3.407
7479,-5.947,-6.093,-17.239,-3.518
7484,-5.922,-6.795,-158.459,-3.259
7488,-5.917,-8.841,-457.469,-3.711
7492,-5.876,-3.596,1165.394,-3.081
7497,-5.859,-5.085,-330.789,-3.897
7501,-5.835,-8.199,-697.069,-2.847
7506,-5.818,-8.367,-37.386,-3.191
7510,-5.809,-6.871,336.675,-3.825
7514,-5.782,-5.009,416.875,-3.396
7520,-5.767,-5.993,-220.990,-3.731
7524,-5.731,-3.467,565.514,-3.212
7528,-5.716,-4.031,-126.203,-4.090
7533,-5.704,-8.925,-1094.170,-3.158
7537,-5.664,-3.245,1255.391,-2.949
7542,-5.644,-3.360,-25.400,-3.942
7546,-5.626,-5.138,-402.040,-3.618
7550,-5.613,-5.604,-103.939,-3.756
7555,-5.605,-7.123,-339.688,-3.632
7559,-5.567,-4.810,515.829,-2.649
7564,-5.529,-5.108,-66.691,-2.572
7569,-5.503,-6.642,-344.953,-2.800
7573,-5.476,-3.329,740.827,-3.386
7577,-5.460,-4.169,-187.599,-3.794
7582,-5.432,-5.436,-283.104,-2.867
7586,-5.402,-5.031,90.147,-2.796
7591,-5.368,-5.406,-84.702,-2.564
7595,-5.335,-4.406,225.225,-2.722
7599,-5.318,-4.696,-64.807,-3.471
7604,-5.265,-0.497,946.455,-2.576
7609,-5.220,-4.199,-829.366,-2.101
7613,-5.184,-3.444,168.088,-2.637
7618,-5.150,-2.474,217.174,-2.958
7622,-5.114,-3.970,-336.070,-2.470
7626,-5.086,-1.848,475.816,-3.342
7631,-5.044,-2.764,-205.572,-2.350
7635,-4.999,-3.467,-156.621,-2.023
7639,-4.950,-0.344,698.152,-2.483
7644,-4.893,0.602,212.234,-2.241
7649,-4.862,-0.696,-291.751,-3.167
7654,-4.811,1.304,447.227,-2.624
7658,-4.767,0.755,-123.122,-2.753
7662,-4.754,-1.115,-418.958,-3.915
7667,-4.705,1.075,488.590,-2.536
7671,-4.679,-2.467,-797.026,-2.834
7675,-4.644,0.198,594.140,-3.005
7680,-4.596,2.564,533.456,-2.782
7684,-4.561,0.587,-442.502,-2.970
7688,-4.532,-2.138,-613.782,-2.635
7694,-4.510,-1.199,209.023,-3.196
7698,-4.490,-2.726,-341.700,-2.925
7702,-4.446,0.740,777.749,-2.437
7707,-4.400,-0.482,-274.343,-2.058
7711,-4.357,1.213,379.287,-2.502
7716,-4.322,-0.604,-407.353,-2.455
7720,-4.289,-1.138,-119.275,-2.419
7724,-4.246,1.068,491.995,-2.382
7729,-4.220,1.259,42.866,-3.235
7734,-4.197,-1.199,-556.112,-2.804
7738,-4.149,2.892,914.120,-2.418
7743,-4.127,-1.566,-1001.351,-2.704
7747,-4.098,0.457,447.544,-2.802
7751,-4.059,1.129,151.296,-2.382
7756,-4.013,2.297,262.340,-2.283
7760,-3.978,0.449,-414.571,-2.325
7764,-3.944,3.343,649.266,-3.002
7769,-3.924,-1.856,-1169.773,-2.557
7773,-3.895,1.671,780.247,-2.830
7779,-3.854,1.625,-10.279,-2.219
7783,-3.821,3.136,341.031,-2.858
7787,-3.775,0.724,-540.855,-1.686
7792,-3.736,2.938,495.466,-2.499
7796,-3.696,1.556,-310.629,-2.076
7800,-3.672,1.373,-41.078,-2.791
7805,-3.653,2.289,207.434,-3.212
7809,-3.626,2.404,25.766,-2.834
7813,-3.592,4.640,507.405,-2.893
7819,-3.565,1.556,-693.962,-2.589
7823,-3.526,4.259,603.729,-2.581
7827,-3.503,0.678,-802.005,-2.513
7832,-3.469,5.869,1167.005,-3.066
7836,-3.459,3.083,-621.378,-3.644
7840,-3.429,4.633,346.826,-3.010
7845,-3.411,3.984,-145.876,-3.362
7849,-3.397,2.999,-220.990,-3.375
7853,-3.383,4.121,252.279,-3.598
7858,-3.379,3.953,-37.688,-4.052
7863,-3.383,2.404,-351.228,-4.078
7867,-3.375,2.999,133.862,-3.626
7872,-3.372,2.365,-142.572,-3.779
7876,-3.363,5.030,595.202,-4.030
7881,-3.355,5.594,127.456,-4.145
7885,-3.344,4.175,-319.498,-3.731
7889,-3.329,3.274,-201.063,-3.314
7894,-3.296,5.182,426.744,-2.793
7898,-3.278,5.014,-37.621,-3.520
7902,-3.273,3.717,-293.865,-3.816
7908,-3.247,4.365,145.093,-2.944
7912,-3.229,3.801,-126.884,-3.189
7916,-3.230,2.816,-220.990,-3.881
7921,-3.226,3.969,258.911,-3.873
7925,-3.233,2.343,-364.237,-4.092
7929,-3.225,3.816,328.564,-3.656
7934,-3.224,4.373,125.057,-4.161
7938,-3.222,6.762,536.683,-4.598
7942,-3.203,4.663,-471.103,-3.271
7948,-3.189,6.365,381.337,-3.895
7952,-3.214,2.343,-901.996,-4.938
7957,-3.216,1.823,-116.178,-3.730
7961,-3.225,3.564,389.888,-4.445
7965,-3.240,3.938,83.717,-4.839
7970,-3.257,1.533,-544.023,-4.447
7974,-3.262,3.404,418.583,-4.217
7978,-3.272,3.075,-73.796,-4.468
7983,-3.273,5.633,580.666,-4.502
7987,-3.284,3.678,-437.768,-4.662
7992,-3.298,2.075,-359.107,-4.410
7997,-3.318,5.762,828.172,-5.561
8001,-3.325,4.198,-349.930,-4.602
8005,-3.348,3.671,-118.204,-5.259
8010,-3.360,4.900,275.315,-5.023
8014,-3.378,3.297,-360.723,-5.002
8018,-3.376,3.488,42.713,-4.039
8023,-3.421,-1.741,-1185.178,-5.215
8027,-3.438,1.259,661.376,-4.560
8033,-3.462,4.793,796.743,-5.702
8037,-3.481,2.511,-511.758,-4.929
8041,-3.515,4.388,420.291,-6.181
8046,-3.557,1.037,-750.032,-5.829
8050,-3.591,1.938,201.603,-5.666
8054,-3.634,1.098,-189.291,-6.010
8059,-3.662,2.709,361.790,-5.627
8063,-3.715,-0.245,-664.163,-6.216
8067,-3.764,2.289,565.703,-6.672
8072,-3.807,-0.902,-718.011,-5.755
8077,-3.876,-3.932,-678.275,-6.356
8081,-3.924,1.938,1307.983,-6.736
8086,-3.971,-0.016,-434.653,-6.237
8090,-4.010,0.388,90.228,-6.043
8095,-4.045,0.365,-5.214,-5.794
8099,-4.064,-0.978,-307.018,-4.818
8103,-4.102,0.167,256.735,-6.006
8107,-4.145,-3.810,-897.360,-5.422
8112,-4.172,1.213,1121.183,-5.747
8116,-4.215,-3.024,-938.140,-5.661
8122,-4.246,-0.566,548.175,-5.644
8126,-4.293,-3.444,-642.954,-5.829
8130,-4.329,-3.314,28.967,-5.358
8135,-4.372,-2.772,122.289,-5.890
8139,-4.411,-2.360,92.259,-5.821
8143,-4.456,-4.573,-501.300,-5.678
8148,-4.486,-0.283,957.606,-5.891
8152,-4.529,-3.589,-739.120,-5.855
8156,-4.571,-5.749,-482.642,-5.323
8162,-4.567,-2.123,807.922,-3.938
8166,-4.585,-1.894,51.301,-5.027
8171,-4.588,-3.344,-329.034,-4.030
8175,-4.603,-4.925,-353.977,-4.247
8179,-4.593,-2.238,599.247,-3.625
8184,-4.605,-5.009,-619.632,-4.099
8188,-4.623,-5.115,-23.983,-4.360
8192,-4.637,-2.451,600.569,-4.824
8197,-4.637,-3.070,-138.265,-3.943
8201,-4.629,-0.963,471.125,-4.022
8206,-4.621,-2.741,-398.438,-3.631
8211,-4.641,-5.734,-667.343,-4.392
8215,-4.671,-4.978,168.538,-5.013
8220,-4.644,-2.199,624.691,-2.865
8224,-4.657,-4.741,-569.441,-4.234
8228,-4.656,-4.726,3.399,-3.561
8233,-4.645,-2.635,476.664,-3.564
8237,-4.631,-3.902,-283.865,-3.060
8241,-4.630,-6.299,-534.555,-3.205
8247,-4.620,-4.505,401.498,-3.155
8251,-4.622,-5.421,-205.020,-3.533
8255,-4.624,-7.398,-443.694,-3.105
8260,-4.608,-3.749,814.477,-2.991
8264,-4.586,-3.497,56.280,-2.742
8268,-4.603,-7.772,-966.277,-3.788
8273,-4.576,-1.787,1337.072,-2.862
8277,-4.557,-3.421,-362.697,-2.825
8282,-4.561,-3.909,-108.954,-3.909
8286,-4.545,-2.306,358.465,-3.280
8291,-4.535,-5.665,-755.801,-2.813
8296,-4.533,-3.199,550.368,-3.697
8300,-4.509,-3.741,-120.979,-2.541
8304,-4.477,-2.215,341.090,-2.418
8309,-4.457,-3.207,-222.504,-2.755
8313,-4.453,-6.062,-638.980,-2.946
8318,-4.430,-3.360,602.652,-2.546
8322,-4.411,-3.581,-49.547,-2.739
8326,-4.403,-4.192,-137.048,-3.053
8332,-4.392,-2.184,448.934,-3.409
8336,-4.376,-5.306,-698.777,-2.392
8340,-4.354,-3.726,352.713,-2.477
8345,-4.345,-5.276,-346.516,-2.752
8349,-4.327,-3.207,460.121,-2.757
8353,-4.323,-4.726,-339.992,-3.057
8358,-4.306,-2.543,486.888,-2.949
8362,-4.316,-4.764,-497.174,-3.764
8367,-4.293,-2.612,479.223,-2.596
8371,-4.280,-4.260,-367.720,-2.663
8376,-4.261,-1.940,517.531,-2.918
8381,-4.266,-5.520,-801.288,-3.333
8385,-4.259,-4.154,304.459,-2.968
8389,-4.244,-3.115,232.565,-2.841
8394,-4.247,-6.489,-754.483,-2.986
8398,-4.228,-1.115,1197.426,-3.052
8403,-4.206,-3.467,-521.550,-2.342
8407,-4.190,-2.009,325.741,-2.986
8411,-4.173,-2.085,-17.116,-2.887
8417,-4.162,-2.146,-13.779,-3.127
8421,-4.149,-3.093,-213.190,-2.828
8425,-4.140,-0.283,627.605,-3.639
8430,-4.127,-1.696,-316.924,-3.120
8434,-4.118,-4.657,-660.533,-2.662
8438,-4.121,-4.856,-44.184,-3.212
8443,-4.116,-1.260,810.509,-3.617
8447,-4.130,-1.948,-153.765,-4.348
8452,-4.105,1.388,748.626,-3.226
8456,-4.090,-2.467,-867.453,-2.779
8461,-4.105,-4.909,-546.232,-3.763
8466,-4.094,-1.421,778.694,-3.262
8470,-4.089,-2.054,-141.679,-3.383
8474,-4.093,-3.665,-361.465,-3.485
8479,-4.096,-2.955,158.891,-3.607
8483,-4.069,-1.367,356.325,-2.466
8487,-4.067,-4.573,-717.571,-2.956
8492,-4.046,-0.474,913.377,-2.901
8496,-4.041,-2.703,-501.126,-3.209
8502,-4.039,0.030,611.644,-3.938
8506,-4.033,-1.131,-261.566,-3.524
8510,-4.015,-0.360,172.097,-3.052
8515,-4.001,-2.115,-395.078,-2.818
8519,-4.004,-3.352,-275.790,-3.447
8523,-3.983,0.923,957.619,-3.143
8528,-3.978,-2.154,-691.001,-3.253
8532,-3.957,-0.604,346.826,-2.786
8536,-3.947,-3.619,-676.676,-2.692
8541,-3.943,-5.635,-450.238,-2.505
8546,-3.921,-2.100,787.511,-2.396
8550,-3.886,0.007,472.392,-2.161
8555,-3.878,-3.001,-677.395,-2.819
8559,-3.836,2.114,1142.651,-2.268
8564,-3.810,-1.558,-814.498,-2.162
8568,-3.770,-2.451,-199.181,-1.265
8572,-3.720,-0.627,406.875,-1.178
8577,-3.666,-1.207,-130.079,-0.755
8581,-3.632,-0.741,104.125,-1.791
8585,-3.599,-1.635,-199.359,-1.627
8591,-3.570,-1.627,1.704,-1.800
8595,-3.533,-1.337,66.167,-1.390
8599,-3.482,-0.673,149.712,-0.837
8604,-3.434,0.037,159.033,-1.124
8608,-3.394,-0.428,-104.687,-1.324
8613,-3.346,1.526,435.816,-1.329
8617,-3.320,-2.680,-940.543,-1.475
8621,-3.260,0.434,694.582,-0.400
8626,-3.223,0.030,-91.369,-1.408
