2.413
967523,2.771,-0.241,2.544,2.735
967527,2.771,-1.165,3.054,2.597
967531,2.763,-1.256,2.606,2.574
967536,2.767,2.530,2.424,3.146
967540,2.757,-0.378,2.379,2.701
967544,2.757,-0.050,2.755,2.750
967549,2.760,0.790,2.737,2.879
967554,2.773,1.599,3.070,3.013
967558,2.755,0.309,1.813,2.802
967563,2.743,-0.325,2.192,2.694
967567,2.754,0.477,3.181,2.825
967571,2.753,-0.256,2.779,2.715
967576,2.761,1.080,2.899,2.923
967580,2.748,-1.951,2.549,2.455
967584,2.756,0.454,3.071,2.824
967589,2.722,-5.386,2.194,1.914
967593,2.740,1.095,3.402,2.905
967598,2.757,2.225,3.080,3.090
967603,2.759,3.668,2.086,3.309
967607,2.753,0.477,2.375,2.825
967611,2.762,1.744,2.822,3.024
967616,2.771,0.377,3.107,2.828
967620,2.769,0.721,2.502,2.877
967624,2.770,0.355,2.744,2.823
967629,2.779,0.461,3.158,2.849
967633,2.781,0.912,2.655,2.918
967638,2.784,-0.279,3.014,2.743
967642,2.797,-0.958,3.624,2.653
967647,2.805,2.194,2.709,3.134
967651,2.811,1.225,2.869,2.995
967655,2.812,2.087,2.400,3.125
967660,2.813,0.103,2.830,2.828
967664,2.812,0.881,2.580,2.944
967668,2.797,0.042,2.066,2.804
967673,2.787,-1.592,2.645,2.549
967677,2.800,0.469,3.302,2.870
967682,2.797,-1.714,3.045,2.540
967687,2.802,2.095,2.589,3.116
967691,2.779,-2.119,2.109,2.461
967695,2.773,-0.653,2.628,2.675
967700,2.769,-0.111,2.567,2.752
967704,2.773,-0.027,2.992,2.769
967708,2.762,-0.317,2.291,2.714
967713,2.757,-0.790,2.697,2.639
967717,2.739,-2.027,2.282,2.435
967721,2.747,1.042,2.911,2.903
967727,2.736,-0.287,2.245,2.693
967731,2.717,-2.668,2.380,2.317
967735,2.715,3.019,1.952,3.167
967740,2.706,-1.035,2.509,2.551
967744,2.700,0.377,2.310,2.756
967748,2.708,1.248,2.835,2.895
967753,2.711,1.820,2.490,2.984
967757,2.708,0.293,2.482,2.752
967761,2.720,-0.103,3.319,2.704
967767,2.714,-1.027,2.643,2.560
967771,2.710,0.606,2.386,2.801
967775,2.707,-0.264,2.634,2.668
967780,2.701,1.515,2.066,2.928
967784,2.691,0.293,2.116,2.735
967788,2.692,-0.783,2.909,2.574
967793,2.684,-2.577,2.854,2.297
967797,2.663,-1.752,2.054,2.401
967801,2.680,4.133,2.604,3.300
967806,2.690,-0.577,3.287,2.603
967811,2.712,3.087,3.134,3.175
967815,2.710,0.637,2.485,2.806
967819,2.710,-0.943,2.896,2.568
967824,2.704,-0.737,2.586,2.594
967828,2.731,2.568,3.461,3.116
967833,2.718,0.156,2.074,2.742
967837,2.731,0.958,3.155,2.875
967841,2.733,-3.096,3.486,2.268
967845,2.745,1.026,3.099,2.898
967851,2.772,3.370,3.391,3.278
967855,2.767,-0.913,2.725,2.630
967859,2.777,1.202,2.985,2.957
967864,2.770,1.293,2.134,2.964
967868,2.771,0.721,2.680,2.879
967872,2.767,-0.462,2.695,2.698
967877,2.781,2.347,2.940,3.133
967881,2.776,0.187,2.503,2.804
967885,2.774,-0.264,2.701,2.734
967890,2.763,-1.813,2.614,2.490
967895,2.745,-1.111,2.106,2.578
967899,2.737,-0.844,2.532,2.610
967904,2.750,2.103,2.958,3.066
967908,2.756,0.637,2.894,2.851
967912,2.751,-1.874,2.948,2.470
967917,2.751,-0.432,2.833,2.686
967921,2.758,1.217,2.806,2.940
967925,2.755,0.301,2.558,2.800
967930,2.741,-2.539,2.591,2.360
967934,2.744,1.278,2.641,2.936
967939,2.750,2.095,2.568,3.064
967944,2.761,-0.432,3.389,2.696
967948,2.763,1.446,2.554,2.980
967952,2.764,0.683,2.690,2.867
967957,2.772,0.851,2.961,2.900
967961,2.753,-1.172,2.063,2.577
967965,2.756,-1.241,3.196,2.570
967970,2.768,0.538,3.234,2.849
967974,2.769,0.461,2.717,2.838
967979,2.762,1.194,2.164,2.941
967984,2.763,0.477,2.677,2.834
967988,2.764,-0.332,2.923,2.714
967992,2.760,-2.554,3.106,2.377
967997,2.741,-1.584,2.165,2.504
968001,2.746,1.347,2.703,2.948
968005,2.745,-1.722,3.049,2.487
968010,2.745,1.194,2.464,2.924
968014,2.747,0.774,2.685,2.863
968018,2.744,1.080,2.384,2.906
968023,2.729,0.690,1.823,2.832
968028,2.733,0.316,2.893,2.781
968032,2.740,0.897,2.854,2.874
968036,2.748,0.477,3.070,2.820
968041,2.745,-0.432,2.672,2.680
968045,2.737,0.820,2.181,2.860
968049,2.740,-1.103,3.138,2.575
968054,2.739,-2.226,3.130,2.405
968058,2.746,2.454,2.560,3.114
968062,2.765,1.355,3.437,2.968
968068,2.759,-0.645,2.596,2.662
968072,2.751,-1.424,2.656,2.537
968076,2.762,0.019,3.292,2.765
968081,2.757,-0.019,2.528,2.754
968085,2.765,1.767,2.795,3.030
968089,2.757,0.866,2.176,2.887
968094,2.747,0.202,2.218,2.778
968098,2.741,-0.409,2.520,2.680
968102,2.742,-2.058,3.244,2.434
968108,2.728,-0.302,2.119,2.683
968112,2.727,1.553,2.307,2.960
968116,2.748,2.950,3.140,3.190
968121,2.761,3.057,2.761,3.220
968125,2.775,0.049,3.443,2.783
968129,2.773,1.690,2.317,3.027
968134,2.775,2.423,2.333,3.138
968138,2.788,2.126,2.966,3.107
968142,2.814,-1.203,4.353,2.634
968147,2.823,0.973,3.058,2.969
968152,2.828,0.439,2.959,2.894
